,period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
6167,2021-12-31,0.928,37.44038002,9.67243409,2072207646.0,3.89192268,0.35131018,37.0,6.0,123.96,4.84,2.63,110355.0,6.02,93.9,0.07,65.11,78570.47,188399.77,42.83,3.99,-0.62,-0.71,73.52,-0.45,5.69,-23.43,24.78,DC,Washington,Industrial
6168,2022-01-31,0.93,37.4010076,9.67243409,2072207646.0,3.89192268,0.33263473,35.0,6.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,28.61,DC,Washington,Industrial
6169,2022-02-28,0.93833873,37.5825913,9.63593223,2123014314.0,3.87676786,0.34321235,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,27.03,DC,Washington,Industrial
6170,2022-03-31,0.93833873,37.5825913,9.63593223,2123014314.0,3.87676786,0.34321235,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,26.85,DC,Washington,Industrial
6171,2022-04-30,0.94,37.5825913,9.63593223,2123014314.0,3.87676786,0.30337038,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,25.85,DC,Washington,Industrial
6172,2022-05-31,0.94,37.5825913,9.63593223,2123014314.0,3.87676786,0.30337038,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,27.09,DC,Washington,Industrial
6173,2022-06-30,0.94,37.5825913,9.63593223,2123014314.0,3.87676786,0.30337038,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,28.31,DC,Washington,Industrial
6174,2022-07-31,0.946,37.5825913,9.63593223,2123014314.0,3.87676786,0.20277866,35.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,25.31,DC,Washington,Industrial
6175,2022-08-31,0.946,37.5825913,9.63593223,2123014314.0,3.87676786,0.14135559,31.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,25.35,DC,Washington,Industrial
6176,2022-09-30,0.948,37.5825913,9.63593223,2123014314.0,3.87676786,-0.02901484,31.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,28.13,DC,Washington,Industrial
6177,2022-10-31,0.948,37.5825913,9.63593223,2123014314.0,3.87676786,-0.02901484,31.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,30.4,DC,Washington,Industrial
6178,2022-11-30,0.948,37.5825913,9.63593223,2123014314.0,3.87676786,-0.16195227,31.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,28.37,DC,Washington,Industrial
6179,2022-12-31,0.948,37.5825913,9.63593223,2123014314.0,3.87676786,-0.16195227,31.0,9.0,134.07,8.15,2.62,112880.58,5.95,93.96,0.07,66.39,79372.18,183928.26,42.94,3.98,0.62,0.54,73.73,0.77,1.8,-32.44,27.0,DC,Washington,Industrial
6180,2023-01-31,0.941,37.65180992,9.63593223,2123014314.0,3.87676786,-0.12165945,32.0,9.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,27.31,DC,Washington,Industrial
6181,2023-02-28,0.95935571,37.65180992,9.62211166,1257431099.0,3.88331874,-0.11709703,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,26.87,DC,Washington,Industrial
6182,2023-03-31,0.95935571,37.65180992,9.62211166,1257431099.0,3.88331874,-0.11709703,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,25.98,DC,Washington,Industrial
6183,2023-04-30,0.9595,37.65180992,9.62211166,1257431099.0,3.88331874,-0.13150633,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,25.87,DC,Washington,Industrial
6184,2023-05-31,0.9595,37.65180992,9.62211166,1257431099.0,3.88331874,-0.13150633,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,25.48,DC,Washington,Industrial
6185,2023-06-30,0.9595,37.69838911,9.62211166,1257431099.0,3.88331874,-0.06488663,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,24.83,DC,Washington,Industrial
6186,2023-07-31,0.9595,37.69838911,9.62211166,1257431099.0,3.88331874,-0.0359656,40.0,30.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,25.0,DC,Washington,Industrial
6187,2023-08-31,0.9595,37.69838911,9.62211166,1257431099.0,3.88331874,0.00842308,45.0,20.0,139.87,4.32,2.62,115380.8,5.89,94.02,0.07,66.93,80477.97,186759.91,43.04,3.98,0.56,0.48,73.91,0.69,2.09,22.81,25.4,DC,Washington,Industrial
6188,2019-08-31,0.92208271,39.04325145,11.61870067,148484109.0,2.55454701,0.01114909,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,0.24,CO,Louisville,Office
6189,2019-09-30,0.92208271,39.04325145,11.61870067,148484109.0,2.55454701,0.01114909,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,0.88,CO,Louisville,Office
6190,2019-10-31,0.92182822,39.04325145,11.61870067,148484109.0,2.55454701,0.02000235,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,1.59,CO,Louisville,Office
6191,2019-11-30,0.92182822,39.04325145,11.61870067,148484109.0,2.55454701,0.02000235,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,1.88,CO,Louisville,Office
6192,2019-12-31,0.92182822,39.04325145,11.61870067,148484109.0,2.55454701,0.02000235,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,2.27,CO,Louisville,Office
6193,2020-01-31,0.92182822,39.04325145,11.61870067,148484109.0,2.55454701,0.01989068,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.84,CO,Louisville,Office
6194,2020-02-29,0.92446324,39.04325145,11.61870067,148484109.0,2.55454701,0.01356443,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.85,CO,Louisville,Office
6195,2020-03-31,0.92446324,39.04325145,11.61870067,148484109.0,2.55454701,0.01356443,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.7,CO,Louisville,Office
6196,2020-04-30,0.93080275,39.04325145,11.61870067,148484109.0,2.55454701,0.01431585,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.01,CO,Louisville,Office
6197,2020-05-31,0.93080275,39.04325145,11.61870067,148484109.0,2.55454701,-0.05402684,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.28,CO,Louisville,Office
6198,2020-06-30,0.93080275,39.04325145,11.61870067,148484109.0,2.55454701,-0.05402684,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.27,CO,Louisville,Office
6199,2020-07-31,0.93074766,39.04325145,11.61870067,148484109.0,2.55454701,-0.04818433,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.55,CO,Louisville,Office
6200,2020-08-31,0.93074965,39.05434876,11.61870067,148484109.0,2.55454701,-0.05351587,36.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.5,CO,Louisville,Office
6201,2020-09-30,0.93074965,39.05434876,11.61870067,148484109.0,2.55454701,-0.04963151,36.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.72,CO,Louisville,Office
6202,2020-10-31,0.93074965,39.05434876,11.61870067,148484109.0,2.55454701,-0.04963151,36.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.33,CO,Louisville,Office
6203,2020-11-30,0.93074965,39.05434876,11.61870067,148484109.0,2.55454701,-0.04963151,36.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,3.24,CO,Louisville,Office
6204,2020-12-31,0.93074965,39.05434876,11.61870067,148484109.0,2.55454701,-0.04963151,36.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,4.42,CO,Louisville,Office
6205,2021-01-31,0.931,39.05434876,11.61870067,148484109.0,2.55454701,-0.05388604,36.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.65,CO,Louisville,Office
6206,2021-02-28,0.92391988,39.05434876,11.61870067,148484109.0,2.55454701,-0.00217912,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.38,CO,Louisville,Office
6207,2021-03-31,0.92391988,39.05434876,11.61870067,148484109.0,2.55454701,-0.00217912,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,4.18,CO,Louisville,Office
6208,2021-04-30,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.02345759,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,4.09,CO,Louisville,Office
6209,2021-05-31,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.02345759,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,3.87,CO,Louisville,Office
6210,2021-06-30,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.02345759,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.17,CO,Louisville,Office
6211,2021-07-31,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.0741085,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.8,CO,Louisville,Office
6212,2021-08-31,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.03073546,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,7.17,CO,Louisville,Office
6213,2021-09-30,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.03073546,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,6.3,CO,Louisville,Office
6214,2021-10-31,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.06453841,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,6.24,CO,Louisville,Office
6215,2021-11-30,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.06453841,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.79,CO,Louisville,Office
6216,2021-12-31,0.93,39.05434876,11.61870067,148484109.0,2.55454701,0.06453841,46.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,7.09,CO,Louisville,Office
6217,2022-01-31,0.93,39.10118718,11.61870067,148484109.0,2.55454701,0.06381358,44.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,7.51,CO,Louisville,Office
6218,2022-02-28,0.9174037,39.222699,12.57397499,181951071.0,2.64853385,0.06377611,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,7.99,CO,Louisville,Office
6219,2022-03-31,0.9174037,39.222699,12.57397499,181951071.0,2.64853385,0.06377611,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,7.6,CO,Louisville,Office
6220,2022-04-30,0.913,39.222699,12.57397499,181951071.0,2.64853385,0.07337761,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,8.5,CO,Louisville,Office
6221,2022-05-31,0.913,39.222699,12.57397499,181951071.0,2.64853385,0.07337761,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.25,CO,Louisville,Office
6222,2022-06-30,0.913,39.222699,12.57397499,181951071.0,2.64853385,0.07337761,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.64,CO,Louisville,Office
6223,2022-07-31,0.913,39.222699,12.57397499,181951071.0,2.64853385,0.05863043,47.0,50.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.13,CO,Louisville,Office
6224,2022-08-31,0.913,39.222699,12.57397499,181951071.0,2.64853385,0.01403141,43.0,42.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.08,CO,Louisville,Office
6225,2022-09-30,0.913,39.222699,12.57397499,181951071.0,2.64853385,-0.01769848,43.0,42.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.17,CO,Louisville,Office
6226,2022-10-31,0.913,39.222699,12.57397499,181951071.0,2.64853385,-0.01769848,43.0,42.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.9,CO,Louisville,Office
6227,2022-11-30,0.913,39.222699,12.57397499,181951071.0,2.64853385,-0.08248935,43.0,42.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,9.52,CO,Louisville,Office
6228,2022-12-31,0.913,39.222699,12.57397499,181951071.0,2.64853385,-0.08248935,43.0,42.0,132.07,7.98,2.42,65620.0,17.07,82.81,0.1,63.63,51837.3,129765.28,31.32,4.76,0.31,0.25,62.29,0.48,1.65,-21.31,11.37,CO,Louisville,Office
6229,2023-01-31,0.913,39.4519015,12.57397499,181951071.0,2.64853385,-0.08128095,43.0,42.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,11.19,CO,Louisville,Office
6230,2023-02-28,0.90649478,39.4519015,12.56150995,135986475.0,2.653589,-0.14779704,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,12.13,CO,Louisville,Office
6231,2023-03-31,0.90649478,39.4519015,12.56150995,135986475.0,2.653589,-0.14779704,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,10.39,CO,Louisville,Office
6232,2023-04-30,0.903,39.4519015,12.56150995,135986475.0,2.653589,-0.23949583,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,10.75,CO,Louisville,Office
6233,2023-05-31,0.903,39.4519015,12.56150995,135986475.0,2.653589,-0.23949583,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,10.06,CO,Louisville,Office
6234,2023-06-30,0.903,39.31453586,12.56150995,135986475.0,2.653589,-0.25826183,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,10.03,CO,Louisville,Office
6235,2023-07-31,0.903,39.31453586,12.56150995,135986475.0,2.653589,-0.25826183,44.0,36.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,9.35,CO,Louisville,Office
6236,2023-08-31,0.903,39.31453586,12.56150995,135986475.0,2.653589,-0.30286469,46.0,35.0,137.53,4.13,2.42,67183.68,17.02,82.86,0.1,63.86,52633.07,132416.06,31.46,4.77,0.28,0.22,62.61,0.43,1.97,19.36,9.13,CO,Louisville,Office
6237,2019-08-31,0.9300594,38.987369,13.35119881,185548345.0,2.88130753,-0.00599196,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,0.24,CO,Louisville,Mall
6238,2019-09-30,0.9300594,38.987369,13.35119881,185548345.0,2.88130753,-0.00599196,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,0.88,CO,Louisville,Mall
6239,2019-10-31,0.93,38.987369,13.35119881,185548345.0,2.88130753,-0.00472308,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,1.59,CO,Louisville,Mall
6240,2019-11-30,0.93,38.987369,13.35119881,185548345.0,2.88130753,-0.00472308,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,1.88,CO,Louisville,Mall
6241,2019-12-31,0.93,38.987369,13.35119881,185548345.0,2.88130753,-0.00472308,47.0,47.0,115.68,1.33,2.55,61172.0,17.25,82.63,0.11,64.7,49605.4,121582.28,30.66,4.67,0.16,0.07,61.12,0.39,3.09,-2.7,2.27,CO,Louisville,Mall
6242,2020-01-31,0.93005721,38.987369,13.35119881,185548345.0,2.88130753,-0.00455775,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.84,CO,Louisville,Mall
6243,2020-02-29,0.93163246,38.987369,13.35119881,185548345.0,2.88130753,-0.00455775,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.85,CO,Louisville,Mall
6244,2020-03-31,0.93163246,38.987369,13.35119881,185548345.0,2.88130753,-0.00455775,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,1.7,CO,Louisville,Mall
6245,2020-04-30,0.93235454,38.987369,13.35119881,185548345.0,2.88130753,-0.00734253,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.01,CO,Louisville,Mall
6246,2020-05-31,0.93235454,38.987369,13.35119881,185548345.0,2.88130753,-0.18368256,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.28,CO,Louisville,Mall
6247,2020-06-30,0.93235454,38.987369,13.35119881,185548345.0,2.88130753,-0.18368256,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.27,CO,Louisville,Mall
6248,2020-07-31,0.93107287,38.987369,13.35119881,185548345.0,2.88130753,-0.18368261,47.0,47.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.55,CO,Louisville,Mall
6249,2020-08-31,0.93107287,39.02323232,13.35119881,185548345.0,2.88130753,-0.18337126,44.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.5,CO,Louisville,Mall
6250,2020-09-30,0.93107287,39.02323232,13.35119881,185548345.0,2.88130753,-0.18078826,44.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.72,CO,Louisville,Mall
6251,2020-10-31,0.93107287,39.02323232,13.35119881,185548345.0,2.88130753,-0.18078826,44.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,2.33,CO,Louisville,Mall
6252,2020-11-30,0.93107287,39.02323232,13.35119881,185548345.0,2.88130753,-0.18078826,44.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,3.24,CO,Louisville,Mall
6253,2020-12-31,0.93107287,39.02323232,13.35119881,185548345.0,2.88130753,-0.18078826,44.0,50.0,116.86,1.02,2.53,62963.99,17.18,82.7,0.11,62.93,48533.98,126400.65,30.98,4.72,0.09,0.01,61.56,0.3,-1.86,80.55,4.42,CO,Louisville,Mall
6254,2021-01-31,0.931,39.02323232,13.35119881,185548345.0,2.88130753,-0.15855501,44.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.65,CO,Louisville,Mall
6255,2021-02-28,0.92084426,39.02323232,13.35119881,185548345.0,2.88130753,-0.11601334,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.38,CO,Louisville,Mall
6256,2021-03-31,0.92084426,39.02323232,13.35119881,185548345.0,2.88130753,-0.11601334,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,4.18,CO,Louisville,Mall
6257,2021-04-30,0.92567289,39.02323232,13.35119881,185548345.0,2.88130753,-0.11781422,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,4.09,CO,Louisville,Mall
6258,2021-05-31,0.92567289,39.02323232,13.35119881,185548345.0,2.88130753,-0.11781422,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,3.87,CO,Louisville,Mall
6259,2021-06-30,0.92567289,39.02323232,13.35119881,185548345.0,2.88130753,-0.11781422,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.17,CO,Louisville,Mall
6260,2021-07-31,0.92553063,39.02323232,13.35119881,185548345.0,2.88130753,0.1278028,47.0,50.0,122.31,4.66,2.42,64029.0,17.12,82.76,0.11,63.41,51240.62,129691.05,31.16,4.74,-0.22,-0.29,61.95,-0.03,5.53,-33.84,5.8,CO,Louisville,Mall
